iso3,country_label,disponibilite_volaille_kg_hab_an,log_population_2017,part_importations_poulet,log_production_poulet,ease_business_score,political_stability,log_gdp_per_capita,log_distance_france,langue_officielle_commune_france,log_evenements_sanitaires,signal_maturite_bio_import
BRB,Barbade,1.895897604290706,-1.7940607397876147,-0.7822952404540977,-0.555717728569148,-0.4125534901843229,1.1776442843673733,0.4004759303231849,0.4908053623579953,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
BRN,Brunei Darussalam,-0.13588597253752052,-1.5801614717363321,-0.7048814631472995,-0.39638455217416535,0.39514654423068213,1.3954120028251686,1.5084340019983402,1.0450522678501335,-0.47967540647319123,-0.5194246442940337,-0.49587564198422523
BWA,Botswana,-1.0510885029657457,-0.6842105014023151,1.013776516407965,-1.577802157776732,0.23622683349881357,1.2349515786983722,0.25304649011908864,0.7332672049243091,-0.47967540647319123,-0.5194246442940337,-0.3512631622998255
CAN,Canada,1.3688496164522626,0.8468817013084013,-0.5726297460924828,1.2378443128124845,1.332910752119765,1.3266432496279703,1.2846767211396484,0.33608173362736227,2.08474311274887,0.9955476102311287,-0.3512631622998255
CHE,Suisse,-0.21365271816574455,0.04732374317770146,-0.06212048256545928,0.16025471483444198,1.115608551289395,1.5100265914871664,1.6009006611052488,-2.636182334077711,2.08474311274887,-0.5194246442940337,2.8119625526711456
CHL,Chile,1.188186259796301,0.4726354230151157,-0.36598134067522425,0.957687759832636,0.7398062744664817,0.547264046726387,0.6537086684113764,1.0890783112279656,-0.47967540647319123,2.352521948915129,-0.538436281528877
CIV,Cote d'Ivoire,-1.1094984603808309,0.6250297073455213,-0.8766793553984326,-0.017696131472584337,-0.7904918692283778,-1.1834162420697765,-0.8557120675686183,0.10185039545005503,2.08474311274887,0.020219361037073082,-0.5741369919504797
CMR,Cameroon,-1.0667097706465243,0.62788698031488,-0.8858851467509511,0.29493184639412184,-1.4308940239429102,-1.1948777009359763,-1.0567296372247597,0.14771139608487793,2.08474311274887,-0.5194246442940337,-0.5735312413843243
COL,Colombia,0.8913821738615074,1.0027536300830877,-0.7850396399677502,1.334151284980781,0.5045073922482449,-0.8166495583513841,0.1737257028602354,0.7576114551525106,-0.47967540647319123,-0.5194246442940337,-0.5641725854228717
CPV,Cabo Verde,-0.08460746341148645,-1.4519114381551605,1.9007674668551635,-1.7331743278249505,-0.7103835974911977,0.9484151070433784,-0.3731217060691325,-0.0031147494492093225,-0.47967540647319123,-0.5194246442940337,0.30623780547107926
